timestamp,TDS,turbidity,temperature,pH,status,cause,ph_dev,tds_temp_ratio,turbidity_x_ph,temp_sqr,tds_diff,temp_diff,ph_diff,tds_rollmean_3,ph_rollstd_3,anomaly_score,anomaly_raw,anomaly_status,maintenance_needed
2025-01-06 10:10:00,390.15,13.61,30.59,7.21,Safe,Turbidity Warning,0.21,12.75,98.13,935.75,-43.65,-7.52,0.18,555.08,0.42,0.1,1,Normal,1
2025-01-06 10:20:00,280.13,7.18,26.26,6.96,Safe,,0.04,10.67,49.97,689.59,-110.02,-4.33,-0.25,368.03,0.13,0.11,1,Normal,1
2025-01-06 10:30:00,807.75,11.79,45.68,6.93,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.07,17.68,81.7,2086.66,527.62,19.42,-0.03,492.68,0.15,-0.0,-1,Anomaly,1
2025-01-06 10:40:00,440.49,7.92,32.47,6.88,Safe,,0.12,13.57,54.49,1054.3,-367.26,-13.21,-0.05,509.46,0.04,0.12,1,Normal,1
2025-01-06 10:50:00,318.4,15.56,30.6,7.24,Warning,Turbidity Warning,0.24,10.41,112.65,936.36,-122.09,-1.87,0.36,522.21,0.2,0.07,1,Normal,1
2025-01-06 11:00:00,434.84,10.28,39.19,6.97,Safe,Turbidity Warning,0.03,11.1,71.65,1535.86,116.44,8.59,-0.27,397.91,0.19,0.11,1,Normal,1
2025-01-06 11:10:00,262.81,8.75,30.1,7.26,Safe,,0.26,8.73,63.52,906.01,-172.03,-9.09,0.29,338.68,0.16,0.11,1,Normal,1
2025-01-06 11:20:00,375.84,1.69,32.79,7.31,Safe,,0.31,11.46,12.35,1075.18,113.03,2.69,0.05,357.83,0.18,0.09,1,Normal,1
2025-01-06 11:30:00,754.51,16.21,55.11,6.51,Danger,High Temp,0.49,13.69,105.48,3036.97,378.67,22.32,-0.8,464.39,0.45,-0.07,-1,Anomaly,1
2025-01-06 11:40:00,682.41,1.49,38.39,7.43,Safe,TDS Warning,0.43,17.78,11.07,1473.79,-72.1,-16.72,0.92,604.25,0.5,0.0,1,Normal,1
2025-01-06 11:50:00,504.16,8.5,36.27,6.8,Safe,,0.2,13.9,57.8,1315.51,-178.25,-2.12,-0.63,647.03,0.47,0.1,1,Normal,1
2025-01-06 12:00:00,306.33,8.25,23.99,7.09,Safe,,0.09,12.77,58.49,575.52,-197.83,-12.28,0.29,497.63,0.32,0.11,1,Normal,1
2025-01-06 12:10:00,407.53,6.35,36.6,7.25,Safe,,0.25,11.13,46.04,1339.56,101.2,12.61,0.16,406.01,0.23,0.14,1,Normal,1
2025-01-06 12:20:00,517.73,8.25,34.18,6.9,Safe,,0.1,15.15,56.92,1168.27,110.2,-2.42,-0.35,410.53,0.18,0.14,1,Normal,1
2025-01-06 12:30:00,566.41,8.09,44.36,6.66,Warning,Temp Warning,0.34,12.77,53.88,1967.81,48.68,10.18,-0.24,497.22,0.3,0.09,1,Normal,1
2025-01-06 12:40:00,560.03,15.19,36.0,7.01,Warning,Turbidity Warning,0.01,15.56,106.48,1296.0,-6.38,-8.36,0.35,548.06,0.18,0.07,1,Normal,1
2025-01-06 12:50:00,386.66,4.92,38.67,6.61,Safe,,0.39,10.0,32.52,1495.37,-173.37,2.67,-0.4,504.37,0.22,0.1,1,Normal,1
2025-01-06 13:00:00,181.23,0.79,24.46,7.25,Safe,,0.25,7.41,5.73,598.29,-205.43,-14.21,0.64,375.97,0.32,0.04,1,Normal,1
2025-01-06 13:10:00,427.89,48.32,54.26,8.06,Danger,"High Turbidity, High Temp",1.06,7.89,389.46,2944.15,246.66,29.8,0.81,331.93,0.73,-0.1,-1,Anomaly,1
2025-01-06 13:20:00,261.56,0.93,30.12,7.27,Safe,,0.27,8.68,6.76,907.21,-166.33,-24.14,-0.79,290.23,0.46,0.01,1,Normal,1
2025-01-06 13:30:00,589.96,5.83,41.58,6.87,Safe,Temp Warning,0.13,14.19,40.05,1728.9,328.4,11.46,-0.4,426.47,0.61,0.06,1,Normal,1
2025-01-06 13:40:00,480.68,13.16,42.22,6.93,Warning,"Turbidity Warning, Temp Warning",0.07,11.39,91.2,1782.53,-109.28,0.64,0.06,444.07,0.22,0.09,1,Normal,1
2025-01-06 13:50:00,662.03,14.56,42.34,6.89,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.11,15.64,100.32,1792.68,181.35,0.12,-0.04,577.56,0.03,0.03,1,Normal,1
2025-01-06 14:00:00,525.76,18.75,41.29,7.03,Warning,"Turbidity Warning, Temp Warning",0.03,12.73,131.81,1704.86,-136.27,-1.05,0.14,556.16,0.07,0.03,1,Normal,1
2025-01-06 14:10:00,526.31,14.56,41.41,6.61,Safe,"Turbidity Warning, Temp Warning",0.39,12.71,96.24,1714.79,0.55,0.12,-0.42,571.37,0.21,0.04,1,Normal,0
2025-01-06 14:20:00,510.16,6.53,41.64,7.15,Safe,Temp Warning,0.15,12.25,46.69,1733.89,-16.15,0.23,0.54,520.74,0.28,0.1,1,Normal,1
2025-01-06 14:30:00,633.22,12.67,39.74,6.58,Safe,"TDS Warning, Turbidity Warning",0.42,15.93,83.37,1579.27,123.06,-1.9,-0.57,556.56,0.32,0.05,1,Normal,1
2025-01-06 14:40:00,275.56,1.16,15.67,6.97,Safe,,0.03,17.59,8.09,245.55,-357.66,-24.07,0.39,472.98,0.29,-0.04,-1,Anomaly,1
2025-01-06 14:50:00,968.37,34.57,40.25,8.24,Danger,High Turbidity,1.24,24.06,284.86,1620.06,692.81,24.58,1.27,625.72,0.87,-0.16,-1,Anomaly,1
2025-01-06 15:00:00,558.08,11.43,32.95,7.37,Safe,Turbidity Warning,0.37,16.94,84.24,1085.7,-410.29,-7.3,-0.87,600.67,0.65,0.04,1,Normal,1
2025-01-06 15:10:00,549.53,13.2,42.93,6.43,Warning,"Turbidity Warning, Temp Warning",0.57,12.8,84.88,1842.98,-8.55,9.98,-0.94,691.99,0.91,-0.03,-1,Anomaly,1
2025-01-06 15:20:00,623.72,7.1,37.92,7.12,Safe,TDS Warning,0.12,16.45,50.55,1437.93,74.19,-5.01,0.69,577.11,0.49,0.1,1,Normal,1
2025-01-06 15:30:00,447.53,16.32,42.15,6.71,Warning,"Turbidity Warning, Temp Warning",0.29,10.62,109.51,1776.62,-176.19,4.23,-0.41,540.26,0.35,0.04,1,Normal,1
2025-01-06 15:40:00,145.42,5.23,23.5,7.05,Safe,,0.05,6.19,36.87,552.25,-302.11,-18.65,0.34,405.56,0.22,0.05,1,Normal,1
2025-01-06 15:50:00,605.43,11.77,44.76,6.65,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.35,13.53,78.27,2003.46,460.01,21.26,-0.4,399.46,0.22,0.03,1,Normal,1
2025-01-06 16:00:00,442.06,3.25,26.17,7.15,Safe,,0.15,16.89,23.24,684.87,-163.37,-18.59,0.5,397.64,0.26,0.1,1,Normal,1
2025-01-06 16:10:00,407.67,0.0,28.96,7.37,Safe,,0.37,14.08,0.0,838.68,-34.39,2.79,0.22,485.05,0.37,0.07,1,Normal,0
2025-01-06 16:20:00,648.15,3.19,39.97,7.06,Safe,TDS Warning,0.06,16.22,22.52,1597.6,240.48,11.01,-0.31,499.29,0.16,0.05,1,Normal,1
2025-01-06 16:30:00,709.49,16.27,54.72,6.77,Danger,High Temp,0.23,12.97,110.15,2994.49,61.34,14.75,-0.29,588.44,0.3,0.0,1,Normal,1
2025-01-06 16:40:00,542.76,9.96,41.51,6.89,Safe,Temp Warning,0.11,13.08,68.62,1723.08,-166.73,-13.21,0.12,633.47,0.15,0.09,1,Normal,1
2025-01-06 16:50:00,817.06,15.23,43.27,6.33,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.67,18.88,96.41,1872.29,274.3,1.76,-0.56,689.77,0.3,-0.1,-1,Anomaly,1
2025-01-06 17:00:00,515.08,3.14,36.67,6.86,Safe,,0.14,14.05,21.54,1344.69,-301.98,-6.6,0.53,624.97,0.32,0.09,1,Normal,1
2025-01-06 17:10:00,293.21,2.75,31.68,7.56,Safe,,0.56,9.26,20.79,1003.62,-221.87,-4.99,0.7,541.78,0.62,0.06,1,Normal,1
2025-01-06 17:20:00,250.04,2.91,27.4,7.01,Safe,,0.01,9.13,20.4,750.76,-43.17,-4.28,-0.55,352.78,0.37,0.07,1,Normal,1
2025-01-06 17:30:00,394.2,4.81,34.79,7.03,Safe,,0.03,11.33,33.81,1210.34,144.16,7.39,0.02,312.48,0.31,0.11,1,Normal,1
2025-01-06 17:40:00,774.07,18.37,49.33,6.76,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.24,15.69,124.18,2433.45,379.87,14.54,-0.27,472.77,0.15,-0.03,-1,Anomaly,1
2025-01-06 17:50:00,494.16,9.38,38.68,7.03,Safe,,0.03,12.78,65.94,1496.14,-279.91,-10.65,0.27,554.14,0.16,0.12,1,Normal,1
2025-01-06 18:00:00,266.61,13.73,33.86,6.91,Safe,Turbidity Warning,0.09,7.87,94.87,1146.5,-227.55,-4.82,-0.12,511.61,0.14,0.09,1,Normal,1
2025-01-06 18:10:00,587.14,16.97,53.05,6.66,Danger,High Temp,0.34,11.07,113.03,2813.93,320.53,19.19,-0.25,449.3,0.19,-0.0,-1,Anomaly,1
2025-01-06 18:20:00,543.88,13.26,42.78,6.86,Warning,"Turbidity Warning, Temp Warning",0.14,12.71,90.96,1830.13,-43.26,-10.27,0.2,465.88,0.13,0.08,1,Normal,1
2025-01-06 18:30:00,458.11,17.84,48.84,7.16,Warning,"Turbidity Warning, Temp Warning",0.16,9.38,127.73,2385.35,-85.77,6.06,0.3,529.71,0.25,0.03,1,Normal,1
2025-01-06 18:40:00,303.21,13.55,39.71,6.86,Safe,Turbidity Warning,0.14,7.64,92.95,1576.88,-154.9,-9.13,-0.3,435.07,0.17,0.07,1,Normal,1
2025-01-06 18:50:00,456.21,10.46,39.64,6.82,Safe,Turbidity Warning,0.18,11.51,71.34,1571.33,153.0,-0.07,-0.04,405.84,0.19,0.13,1,Normal,1
2025-01-06 19:00:00,552.95,5.81,27.38,7.25,Safe,,0.25,20.2,42.12,749.66,96.74,-12.26,0.43,437.46,0.24,0.1,1,Normal,1
2025-01-06 19:10:00,593.42,8.35,42.09,6.77,Warning,Temp Warning,0.23,14.1,56.53,1771.57,40.47,14.71,-0.48,534.19,0.26,0.1,1,Normal,1
2025-01-06 19:20:00,523.55,11.68,31.95,6.87,Safe,Turbidity Warning,0.13,16.39,80.24,1020.8,-69.87,-10.14,0.1,556.64,0.25,0.13,1,Normal,1
2025-01-06 19:30:00,204.59,2.61,28.45,7.16,Safe,,0.16,7.19,18.69,809.4,-318.96,-3.5,0.29,440.52,0.2,0.08,1,Normal,1
2025-01-06 19:40:00,248.05,7.01,24.37,7.32,Safe,,0.32,10.18,51.31,593.9,43.46,-4.08,0.16,325.4,0.23,0.09,1,Normal,0
2025-01-06 19:50:00,798.15,17.07,54.63,6.85,Danger,High Temp,0.15,14.61,116.86,2983.99,550.1,30.26,-0.47,416.93,0.24,-0.03,-1,Anomaly,1
2025-01-06 20:00:00,407.56,5.84,38.3,6.92,Safe,,0.08,10.64,40.41,1466.89,-390.59,-16.33,0.07,484.59,0.25,0.1,1,Normal,1
2025-01-06 20:10:00,212.32,0.0,23.08,7.41,Safe,,0.41,9.2,0.0,532.69,-195.24,-15.22,0.49,472.68,0.31,0.02,1,Normal,1
2025-01-06 20:20:00,547.84,4.53,29.44,7.46,Safe,,0.46,18.61,33.79,866.71,335.52,6.36,0.05,389.24,0.3,0.06,1,Normal,1
2025-01-06 20:30:00,438.31,14.25,41.61,6.72,Safe,"Turbidity Warning, Temp Warning",0.28,10.53,95.76,1731.39,-109.53,12.17,-0.74,399.49,0.41,0.05,1,Normal,1
2025-01-06 20:40:00,603.38,16.42,36.93,6.42,Warning,"TDS Warning, Turbidity Warning",0.58,16.34,105.42,1363.82,165.07,-4.68,-0.3,529.84,0.54,-0.02,-1,Anomaly,1
2025-01-06 20:50:00,745.83,15.3,47.33,6.85,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.15,15.76,104.8,2240.13,142.45,10.4,0.43,595.84,0.22,-0.02,-1,Anomaly,1
2025-01-06 21:00:00,495.73,7.81,29.48,7.11,Safe,,0.11,16.82,55.53,869.07,-250.1,-17.85,0.26,614.98,0.35,0.09,1,Normal,1
2025-01-06 21:10:00,651.0,10.02,45.98,6.95,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.05,14.16,69.64,2114.16,155.27,16.5,-0.16,630.85,0.13,0.05,1,Normal,1
2025-01-06 21:20:00,673.58,4.96,30.47,7.41,Safe,TDS Warning,0.41,22.11,36.75,928.42,22.58,-15.51,0.46,606.77,0.23,0.05,1,Normal,1
2025-01-06 21:30:00,569.02,26.5,52.35,6.47,Danger,High Temp,0.53,10.87,171.54,2740.85,-104.56,21.88,-0.94,631.2,0.47,-0.04,-1,Anomaly,1
2025-01-06 21:40:00,543.21,9.32,32.9,7.29,Safe,,0.29,16.51,67.94,1082.41,-25.81,-19.45,0.82,595.27,0.51,0.09,1,Normal,1
2025-01-06 21:50:00,469.85,15.17,43.2,7.03,Warning,"Turbidity Warning, Temp Warning",0.03,10.88,106.65,1866.24,-73.36,10.3,-0.26,527.36,0.42,0.03,1,Normal,1
2025-01-06 22:00:00,501.48,11.37,36.9,7.33,Safe,Turbidity Warning,0.33,13.59,83.34,1361.61,31.63,-6.3,0.3,504.85,0.16,0.12,1,Normal,1
2025-01-06 22:10:00,559.87,11.82,36.87,6.91,Safe,Turbidity Warning,0.09,15.18,81.68,1359.4,58.39,-0.03,-0.42,510.4,0.22,0.13,1,Normal,0
2025-01-06 22:20:00,760.92,1.79,36.16,7.31,Safe,TDS Warning,0.31,21.04,13.08,1307.55,201.05,-0.71,0.4,607.42,0.24,0.01,1,Normal,1
2025-01-06 22:30:00,692.44,12.4,39.59,6.87,Safe,"TDS Warning, Turbidity Warning",0.13,17.49,85.19,1567.37,-68.48,3.43,-0.44,671.08,0.24,0.05,1,Normal,0
2025-01-06 22:40:00,558.38,1.9,22.2,7.07,Safe,,0.07,25.15,13.43,492.84,-134.06,-17.39,0.2,670.58,0.22,-0.01,-1,Anomaly,1
2025-01-06 22:50:00,535.48,11.0,40.38,6.83,Safe,"Turbidity Warning, Temp Warning",0.17,13.26,75.13,1630.54,-22.9,18.18,-0.24,595.43,0.13,0.1,1,Normal,1
2025-01-06 23:00:00,368.44,7.69,30.43,6.94,Safe,,0.06,12.11,53.37,925.98,-167.04,-9.95,0.11,487.43,0.12,0.13,1,Normal,1
2025-01-06 23:10:00,569.23,14.92,53.02,6.82,Danger,High Temp,0.18,10.74,101.81,2811.32,200.79,22.59,-0.12,491.05,0.07,0.02,1,Normal,1
2025-01-06 23:20:00,485.33,3.77,35.62,7.31,Safe,,0.31,13.63,27.56,1268.78,-83.9,-17.4,0.49,474.33,0.25,0.12,1,Normal,1
2025-01-06 23:30:00,288.62,8.14,34.76,7.19,Safe,,0.19,8.3,58.53,1208.26,-196.71,-0.86,-0.12,447.73,0.25,0.14,1,Normal,1
2025-01-06 23:40:00,285.38,4.9,33.84,7.36,Safe,,0.36,8.43,36.06,1145.15,-3.24,-0.92,0.17,353.11,0.09,0.11,1,Normal,0
2025-01-06 23:50:00,402.54,7.25,38.34,7.08,Safe,,0.08,10.5,51.33,1469.96,117.16,4.5,-0.28,325.51,0.14,0.12,1,Normal,1
2025-01-07 00:00:00,470.25,1.45,31.45,7.31,Safe,,0.31,14.95,10.6,989.1,67.71,-6.89,0.23,386.06,0.15,0.1,1,Normal,1
2025-01-07 00:10:00,584.95,4.59,35.14,7.51,Safe,,0.51,16.65,34.47,1234.82,114.7,3.69,0.2,485.91,0.22,0.09,1,Normal,1
2025-01-07 00:20:00,457.25,13.68,33.54,6.96,Safe,Turbidity Warning,0.04,13.63,95.21,1124.93,-127.7,-1.6,-0.55,504.15,0.28,0.11,1,Normal,1
2025-01-07 00:30:00,487.13,10.83,30.74,6.51,Safe,Turbidity Warning,0.49,15.85,70.5,944.95,29.88,-2.8,-0.45,509.78,0.5,0.07,1,Normal,0
2025-01-07 00:40:00,452.61,16.43,41.34,7.07,Warning,"Turbidity Warning, Temp Warning",0.07,10.95,116.16,1709.0,-34.52,10.6,0.56,465.66,0.3,0.03,1,Normal,1
2025-01-07 00:50:00,603.34,48.63,52.13,9.37,Danger,"High Turbidity, High Temp, Abnormal pH",2.37,11.57,455.66,2717.54,150.73,10.79,2.3,514.36,1.52,-0.13,-1,Anomaly,1
2025-01-07 01:00:00,250.37,8.66,26.81,7.2,Safe,,0.2,9.34,62.35,718.78,-352.97,-25.32,-2.17,435.44,1.29,-0.03,-1,Anomaly,1
2025-01-07 01:10:00,359.83,13.84,42.1,6.88,Warning,"Turbidity Warning, Temp Warning",0.12,8.55,95.22,1772.41,109.46,15.29,-0.32,404.51,1.35,-0.0,-1,Anomaly,1
2025-01-07 01:20:00,518.16,17.34,42.42,6.8,Warning,"Turbidity Warning, Temp Warning",0.2,12.21,117.91,1799.46,158.33,0.32,-0.08,376.12,0.21,0.05,1,Normal,1
2025-01-07 01:30:00,487.46,6.76,32.26,7.29,Safe,,0.29,15.11,49.28,1040.71,-30.7,-10.16,0.49,455.15,0.26,0.14,1,Normal,1
2025-01-07 01:40:00,520.99,8.48,34.17,7.54,Safe,,0.54,15.25,63.94,1167.59,33.53,1.91,0.25,508.87,0.38,0.11,1,Normal,0
2025-01-07 01:50:00,425.42,10.56,41.22,7.02,Safe,"Turbidity Warning, Temp Warning",0.02,10.32,74.13,1699.09,-95.57,7.05,-0.52,477.96,0.26,0.09,1,Normal,1
2025-01-07 02:00:00,603.66,15.25,43.63,7.03,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.03,13.84,107.21,1903.58,178.24,2.41,0.01,516.69,0.3,0.03,1,Normal,1
2025-01-07 02:10:00,687.11,15.35,44.24,6.71,Warning,"TDS Warning, Turbidity Warning, Temp Warning",0.29,15.53,103.0,1957.18,83.45,0.61,-0.32,572.06,0.18,0.01,1,Normal,0
2025-01-07 02:20:00,431.36,17.2,37.77,7.27,Warning,Turbidity Warning,0.27,11.42,125.04,1426.57,-255.75,-6.47,0.56,574.04,0.28,0.05,1,Normal,1
2025-01-07 02:30:00,678.45,16.29,54.68,6.71,Danger,High Temp,0.29,12.41,109.27,2989.38,247.09,16.91,-0.56,598.97,0.32,-0.01,-1,Anomaly,1
2025-01-07 02:40:00,616.64,13.59,39.64,6.79,Safe,"TDS Warning, Turbidity Warning",0.21,15.56,92.28,1571.33,-61.81,-15.04,0.08,575.48,0.3,0.07,1,Normal,1
2025-01-07 02:50:00,514.39,7.79,44.73,7.1,Warning,Temp Warning,0.1,11.5,55.31,2000.77,-102.25,5.09,0.31,603.16,0.21,0.1,1,Normal,1
2025-01-07 03:00:00,525.21,7.86,43.24,6.93,Warning,Temp Warning,0.07,12.15,54.47,1869.7,10.82,-1.49,-0.17,552.08,0.16,0.11,1,Normal,0
2025-01-07 03:10:00,299.79,4.17,26.42,7.13,Safe,,0.13,11.35,29.73,698.02,-225.42,-16.82,0.2,446.46,0.11,0.1,1,Normal,1
2025-01-07 03:20:00,388.5,3.68,28.31,7.25,Safe,,0.25,13.72,26.68,801.46,88.71,1.89,0.12,404.5,0.16,0.12,1,Normal,0
2025-01-07 03:30:00,609.44,8.16,38.06,6.68,Safe,TDS Warning,0.32,16.01,54.51,1448.56,220.94,9.75,-0.57,432.58,0.3,0.09,1,Normal,1
2025-01-07 03:40:00,452.04,5.06,37.05,6.79,Safe,,0.21,12.2,34.36,1372.7,-157.4,-1.01,0.11,483.33,0.3,0.15,1,Normal,1
2025-01-07 03:50:00,643.77,6.23,33.65,6.94,Safe,TDS Warning,0.06,19.13,43.24,1132.32,191.73,-3.4,0.15,568.42,0.13,0.1,1,Normal,1
2025-01-07 04:00:00,408.89,0.87,29.69,6.97,Safe,,0.03,13.77,6.06,881.5,-234.88,-3.96,0.03,501.57,0.1,0.08,1,Normal,1
2025-01-07 04:10:00,575.79,15.94,52.91,6.74,Danger,High Temp,0.26,10.88,107.51,2799.17,166.9,23.22,-0.23,542.82,0.12,0.02,1,Normal,1
2025-01-07 04:20:00,337.19,13.67,29.62,6.79,Safe,Turbidity Warning,0.21,11.38,92.82,877.34,-238.6,-23.29,0.05,440.62,0.12,0.06,1,Normal,1
2025-01-07 04:30:00,195.35,5.39,32.71,6.83,Safe,,0.17,5.97,36.81,1069.94,-141.84,3.09,0.04,369.44,0.04,0.08,1,Normal,1
2025-01-07 04:40:00,511.77,14.7,42.14,7.01,Warning,"Turbidity Warning, Temp Warning",0.01,12.14,103.05,1775.78,316.42,9.43,0.18,348.1,0.12,0.0,1,Normal,1
2025-01-07 04:50:00,576.69,3.12,38.53,7.11,Safe,,0.11,14.97,22.18,1484.56,64.92,-3.61,0.1,427.94,0.14,0.11,1,Normal,0
2025-01-07 05:00:00,280.25,7.17,32.72,7.24,Safe,,0.24,8.57,51.91,1070.6,-296.44,-5.81,0.13,456.24,0.12,0.12,1,Normal,1
2025-01-07 05:10:00,485.64,4.52,29.54,6.84,Safe,,0.16,16.44,30.92,872.61,205.39,-3.18,-0.4,447.53,0.2,0.11,1,Normal,1
2025-01-07 05:20:00,550.0,6.39,30.72,6.82,Safe,,0.18,17.9,43.58,943.72,64.36,1.18,-0.02,438.63,0.24,0.13,1,Normal,0
2025-01-07 05:30:00,327.84,15.22,38.97,7.22,Warning,Turbidity Warning,0.22,8.41,109.89,1518.66,-222.16,8.25,0.4,454.49,0.23,0.04,1,Normal,1
2025-01-07 05:40:00,414.81,6.66,22.02,7.29,Safe,,0.29,18.84,48.55,484.88,86.97,-16.95,0.07,430.88,0.25,0.06,1,Normal,1
2025-01-07 05:50:00,831.0,19.13,54.46,6.41,Danger,High Temp,0.59,15.26,122.66,2965.82,416.19,32.44,-0.88,524.55,0.49,-0.1,-1,Anomaly,1
2025-01-07 06:00:00,327.3,1.61,20.95,7.45,Safe,,0.45,15.62,11.99,438.9,-503.7,-33.51,1.04,524.37,0.56,-0.03,-1,Anomaly,1
2025-01-07 06:10:00,453.67,15.98,42.18,6.65,Warning,"Turbidity Warning, Temp Warning",0.35,10.76,106.27,1779.15,126.37,21.23,-0.8,537.32,0.54,0.01,1,Normal,1
2025-01-07 06:20:00,480.94,3.54,36.66,7.44,Safe,,0.44,13.12,26.34,1343.96,27.27,-5.52,0.79,420.64,0.46,0.09,1,Normal,1
2025-01-07 06:30:00,704.67,0.46,40.14,7.21,Safe,"TDS Warning, Temp Warning",0.21,17.56,3.32,1611.22,223.73,3.48,-0.23,546.43,0.41,-0.01,-1,Anomaly,1
2025-01-07 06:40:00,652.1,14.92,41.34,7.33,Safe,"TDS Warning, Turbidity Warning, Temp Warning",0.33,15.77,109.36,1709.0,-52.57,1.2,0.12,612.57,0.12,-0.02,-1,Anomaly,0
2025-01-07 06:50:00,706.94,10.05,41.96,6.96,Safe,"TDS Warning, Turbidity Warning, Temp Warning",0.04,16.85,69.95,1760.64,54.84,0.62,-0.37,687.9,0.19,0.04,1,Normal,0
2025-01-07 07:00:00,686.15,14.36,50.83,6.22,Warning,High Temp,0.78,13.5,89.32,2583.69,-20.79,8.87,-0.74,681.73,0.57,-0.07,-1,Anomaly,1
2025-01-07 07:10:00,464.17,19.04,34.54,6.99,Warning,Turbidity Warning,0.01,13.44,133.09,1193.01,-221.98,-16.29,0.77,619.09,0.44,0.02,1,Normal,1
2025-01-07 07:20:00,491.44,17.14,41.38,7.16,Warning,"Turbidity Warning, Temp Warning",0.16,11.88,122.72,1712.3,27.27,6.84,0.17,547.25,0.5,0.04,1,Normal,1
2025-01-07 07:30:00,913.44,43.7,48.81,6.73,Danger,High Turbidity,0.27,18.71,294.1,2382.42,422.0,7.43,-0.43,623.02,0.22,-0.06,-1,Anomaly,1
2025-01-07 07:40:00,332.27,9.39,41.52,6.73,Safe,Temp Warning,0.27,8.0,63.19,1723.91,-581.17,-7.29,0.0,579.05,0.25,0.04,1,Normal,1
2025-01-07 07:50:00,633.0,10.06,34.7,6.83,Safe,"TDS Warning, Turbidity Warning",0.17,18.24,68.71,1204.09,300.73,-6.82,0.1,626.24,0.06,0.08,1,Normal,1
2025-01-07 08:00:00,322.62,8.99,39.0,7.07,Safe,,0.07,8.27,63.56,1521.0,-310.38,4.3,0.24,429.3,0.17,0.11,1,Normal,1
2025-01-07 08:10:00,463.82,12.46,28.07,7.55,Safe,Turbidity Warning,0.55,16.52,94.07,787.92,141.2,-10.93,0.48,473.15,0.37,0.04,1,Normal,1
2025-01-07 08:20:00,657.74,9.05,29.07,7.07,Safe,TDS Warning,0.07,22.63,63.98,845.06,193.92,1.0,-0.48,481.39,0.28,0.05,1,Normal,1
2025-01-07 08:30:00,252.68,9.15,33.01,6.78,Safe,,0.22,7.65,62.04,1089.66,-405.06,3.94,-0.29,458.08,0.39,0.1,1,Normal,1
2025-01-07 08:40:00,408.66,13.13,33.31,7.17,Safe,Turbidity Warning,0.17,12.27,94.14,1109.56,155.98,0.3,0.39,439.69,0.2,0.13,1,Normal,1
2025-01-07 08:50:00,373.05,6.0,25.71,7.62,Safe,,0.62,14.51,45.72,661.0,-35.61,-7.6,0.45,344.8,0.42,0.08,1,Normal,1
2025-01-07 09:00:00,487.44,15.63,37.67,7.0,Warning,Turbidity Warning,0.0,12.94,109.41,1419.03,114.39,11.96,-0.62,423.05,0.32,0.05,1,Normal,1
2025-01-07 09:10:00,755.95,16.22,55.12,6.5,Danger,High Temp,0.5,13.72,105.42,3037.78,268.51,17.45,-0.5,538.81,0.56,-0.07,-1,Anomaly,1
2025-01-07 09:20:00,314.36,8.74,40.57,6.91,Safe,Temp Warning,0.09,7.75,60.39,1645.92,-441.59,-14.55,0.41,519.25,0.27,0.07,1,Normal,1
2025-01-07 09:30:00,432.11,9.24,34.85,6.89,Safe,,0.11,12.4,63.66,1214.52,117.75,-5.72,-0.02,500.81,0.23,0.15,1,Normal,1
2025-01-07 09:40:00,300.92,7.09,31.41,7.2,Safe,,0.2,9.58,51.05,986.59,-131.19,-3.44,0.31,349.13,0.17,0.14,1,Normal,1
2025-01-07 09:50:00,426.9,10.72,34.65,7.09,Safe,Turbidity Warning,0.09,12.32,76.0,1200.62,125.98,3.24,-0.11,386.64,0.16,0.15,1,Normal,1
2025-01-07 10:00:00,221.55,3.97,34.01,7.33,Safe,,0.33,6.51,29.1,1156.68,-205.35,-0.64,0.24,316.46,0.12,0.07,1,Normal,1
2025-01-07 10:10:00,419.88,12.73,39.2,7.0,Safe,Turbidity Warning,0.0,10.71,89.11,1536.64,198.33,5.19,-0.33,356.11,0.17,0.07,1,Normal,1
2025-01-07 10:20:00,624.01,12.62,35.2,6.98,Safe,"TDS Warning, Turbidity Warning",0.02,17.73,88.09,1239.04,204.13,-4.0,-0.02,421.81,0.2,0.09,1,Normal,1
2025-01-07 10:30:00,255.43,3.14,36.76,6.95,Safe,,0.05,6.95,21.82,1351.3,-368.58,1.56,-0.03,433.11,0.03,0.07,1,Normal,1
2025-01-07 10:40:00,322.62,13.21,28.28,6.99,Safe,Turbidity Warning,0.01,11.41,92.34,799.76,67.19,-8.48,0.04,400.69,0.02,0.06,1,Normal,1
2025-01-07 10:50:00,831.46,19.15,54.31,6.57,Danger,High Temp,0.43,15.31,125.79,2949.11,508.84,26.03,-0.42,469.84,0.23,-0.07,-1,Anomaly,1
2025-01-07 11:00:00,628.86,7.46,31.89,7.08,Safe,TDS Warning,0.08,19.72,52.82,1016.97,-202.6,-22.42,0.51,594.31,0.27,0.05,1,Normal,1
2025-01-07 11:10:00,668.3,7.78,40.49,6.87,Safe,"TDS Warning, Temp Warning",0.13,16.51,53.45,1639.44,39.44,8.6,-0.21,709.54,0.26,0.05,1,Normal,1
